0.2	3.79442
0.25	3.15249
0.3	2.31058
0.35	1.76175
0.4	1.54882
0.45	1.50642
0.5	1.59329
0.55	1.64775
0.6	1.52889
0.65	1.29692
0.7	1.12919
0.75	1.03266
0.8	1.00958
0.85	0.992456
0.9	0.995585
0.95	0.974838
1	0.926369
1.05	0.859427
1.1	0.757421
1.15	0.720037
1.2	0.69396
1.25	0.699403
1.3	0.698659
1.35	0.702636
1.4	0.749861
1.45	0.778359
1.5	0.817683
1.55	0.852566
1.6	0.879975
1.65	0.908555
1.7	0.948107
1.75	0.968419
1.8	0.956009
1.85	0.941935
1.9	0.900098
1.95	0.856836
2	0.792106
2.05	0.770979
2.1	0.736847
2.15	0.694373
2.2	0.67736
2.25	0.669169
2.3	0.673577
2.35	0.661355
2.4	0.650704
2.45	0.67871
2.5	0.691107
2.55	0.687484
2.6	0.723595
2.65	0.776932
2.7	0.812043
2.75	0.877871
2.8	0.934035
2.85	0.974541
2.9	0.985225
2.95	0.98578
3	0.975773
3.05	0.968225
3.1	0.950867
3.15	0.946531
3.2	0.940552
3.25	0.930613
3.3	0.923613
3.35	0.915868
3.4	0.901176
3.45	0.899494
3.5	0.888329
3.55	0.876621
3.6	0.876924
3.65	0.867128
3.7	0.863778
3.75	0.857976
3.8	0.856307
3.85	0.842378
3.9	0.85314
3.95	0.840685
4	0.843472
4.05	0.842476
4.1	0.844031
4.15	0.848915
4.2	0.856606
4.25	0.86292
4.3	0.872742
4.35	0.878833
4.4	0.886453
4.45	0.889081
4.5	0.90704
4.55	0.911962
4.6	0.9249
4.65	0.94547
4.7	0.96465
4.75	0.984563
4.8	1.0035
4.85	1.0335
4.9	1.06007
4.95	1.0843
5	1.11809
5.05	1.14777
5.1	1.1876
5.15	1.20788
5.2	1.23324
5.25	1.23779
5.3	1.24789
5.35	1.23919
5.4	1.21373
5.45	1.1794
5.5	1.16076
5.55	1.13182
5.6	1.09759
5.65	1.07027
5.7	1.0481
5.75	1.03328
5.8	1.01465
5.85	0.997334
5.9	0.982194
5.95	0.970084
6	0.965203
6.05	0.959688
6.1	0.949389
6.15	0.944975
6.2	0.948017
6.25	0.94506
6.3	0.947722
6.35	0.948183
6.4	0.940935
6.45	0.942619
6.5	0.94782
6.55	0.94626
6.6	0.943698
6.65	0.948772
6.7	0.953002
6.75	0.939553
6.8	0.947107
6.85	0.950108
6.9	0.956501
6.95	0.961104
7	0.962558
7.05	0.963463
7.1	0.963294
7.15	0.97399
7.2	0.978585
7.25	0.982548
7.3	0.992369
7.35	0.998678
7.4	1.0169
7.45	1.01983
7.5	1.03159
7.55	1.04967
7.6	1.06345
7.65	1.06705
7.7	1.07243
7.75	1.08151
7.8	1.0892
7.85	1.08835
7.9	1.08711
7.95	1.09584
8	1.08567
8.05	1.07743
8.1	1.07933
8.15	1.06807
8.2	1.05792
8.25	1.04859
8.3	1.03718
8.35	1.02943
8.4	1.0221
8.45	1.01697
8.5	1.00681
8.55	1.00407
8.6	1.00548
8.65	1.00845
8.7	0.999426
8.75	0.984273
8.8	0.986764
8.85	0.989799
8.9	0.986342
8.95	0.98855
9	0.987802
9.05	0.995596
9.1	0.994508
9.15	0.988876
9.2	0.985639
9.25	0.979941
9.3	0.985314
9.35	0.993886
9.4	0.995592
9.45	0.996307
9.5	0.997889
9.55	0.993267
9.6	0.990901
9.65	0.990193
9.7	0.997033
9.75	0.993427
9.8	0.99165
9.85	1.00372
9.9	0.999393
9.95	0.991563
10	0.986843
10.05	0.992904
10.1	0.993982
10.15	0.989315
10.2	0.993816
10.25	0.989338
10.3	0.977848
10.35	0.971389
10.4	0.977767
10.45	0.967371
10.5	0.965165
10.55	0.954331
10.6	0.94624
10.65	0.94564
10.7	0.95018
10.75	0.952648
10.8	0.94682
10.85	0.938268
10.9	0.93955
10.95	0.947744
11	0.939642
11.05	0.941046
11.1	0.943645
11.15	0.947319
11.2	0.950876
11.25	0.948927
11.3	0.946563
11.35	0.947539
11.4	0.947128
11.45	0.953246
11.5	0.960138
11.55	0.967052
11.6	0.970512
11.65	0.972142
11.7	0.976999
11.75	0.986614
11.8	0.990836
11.85	1.0012
11.9	1.00567
11.95	1.01075
12	1.016
12.05	1.02097
12.1	1.02836
12.15	1.03803
12.2	1.04594
12.25	1.05463
12.3	1.06118
12.35	1.06376
12.4	1.07156
12.45	1.0723
12.5	1.07381
12.55	1.07777
12.6	1.08291
12.65	1.08129
12.7	1.07825
12.75	1.07433
12.8	1.06956
12.85	1.06419
12.9	1.06265
12.95	1.05958
13	1.05436
13.05	1.04798
13.1	1.04497
13.15	1.04269
13.2	1.03773
13.25	1.03082
13.3	1.02517
13.35	1.01861
13.4	1.01269
13.45	1.00752
13.5	1.00291
13.55	0.999078
13.6	0.995974
13.65	0.992905
13.7	0.986802
13.75	0.980869
13.8	0.976231
13.85	0.973606
13.9	0.977598
13.95	0.977232
14	0.974904
14.05	0.97437
14.1	0.971826
14.15	0.970054
14.2	0.969878
14.25	0.971674
14.3	0.972562
14.35	0.97327
14.4	0.976792
14.45	0.977583
14.5	0.978426
14.55	0.98258
14.6	0.98379
14.65	0.984158
14.7	0.984216
14.75	0.985725
14.8	0.989048
14.85	0.994739
14.9	0.994287
14.95	0.99475
15	0.997163
15.05	0.99718
15.1	0.99725
15.15	0.997643
15.2	0.995924
15.25	0.993994
15.3	0.992066
15.35	0.990241
15.4	0.989513
15.45	0.991044
15.5	0.993291
15.55	0.995523
15.6	0.997035
15.65	0.993708
15.7	0.988054
15.75	0.982877
15.8	0.981328
15.85	0.983058
15.9	0.987677
15.95	0.99027
16	0.988775
16.05	0.989668
16.1	0.991201
16.15	0.991966
16.2	0.991166
16.25	0.988986
16.3	0.99266
16.35	0.9965
16.4	0.99915
16.45	0.999701
16.5	0.999091
16.55	1.00321
16.6	1.0055
16.65	1.00392
16.7	1.00331
16.75	1.00322
16.8	1.00813
16.85	1.01115
16.9	1.00985
16.95	1.01176
17	1.0156
17.05	1.01722
17.1	1.01781
17.15	1.01539
17.2	1.01633
17.25	1.02063
17.3	1.01926
17.35	1.01643
17.4	1.01634
17.45	1.01529
17.5	1.01194
17.55	1.00762
17.6	1.00249
17.65	1.00156
17.7	1.00165
17.75	1.00005
17.8	0.997843
17.85	0.993785
17.9	0.993503
17.95	0.997603
18	0.997256
18.05	0.99471
18.1	0.990153
18.15	0.985768
18.2	0.989686
18.25	0.992315
18.3	0.990418
18.35	0.990294
18.4	0.992812
18.45	0.994114
18.5	0.994457
18.55	0.993043
18.6	0.990912
18.65	0.990432
18.7	0.99024
18.75	0.989786
18.8	0.989604
18.85	0.991781
18.9	0.992765
18.95	0.989357
19	0.988256
19.05	0.992031
19.1	0.994633
19.15	0.995593
19.2	0.99715
19.25	0.999305
19.3	1.00127
19.35	1.00311
19.4	1.00524
19.45	1.00755
19.5	1.00914
19.55	1.01041
19.6	1.01106
19.65	1.0115
19.7	1.01156
19.75	1.0115
19.8	1.01276
19.85	1.01435
19.9	1.01282
19.95	1.01062
20	1.0114
20.05	1.01282
20.1	1.01433
20.15	1.01588
20.2	1.01345
20.25	1.01007
20.3	1.00871
20.35	1.0079
20.4	1.00963
20.45	1.01222
20.5	1.01224
20.55	1.01118
20.6	1.00853
20.65	1.00503
20.7	1.00393
20.75	1.00457
20.8	1.00288
20.85	0.998907
20.9	0.998052
20.95	1.00148
21	1.0036
21.05	1.00295
21.1	1.00233
21.15	1.00183
21.2	1.00131
21.25	1.00063
21.3	0.999932
21.35	0.998395
21.4	0.996821
21.45	0.996793
21.5	0.997072
21.55	0.99726
21.6	0.997405
21.65	0.996808
21.7	0.99553
21.75	0.994799
21.8	0.995089
21.85	0.995319
21.9	0.995254
21.95	0.995183
22	0.994316
22.05	0.993416
22.1	0.994404
22.15	0.995943
22.2	0.994388
22.25	0.990336
22.3	0.987151
22.35	0.985764
22.4	0.984756
22.45	0.987577
22.5	0.990408
22.55	0.990688
22.6	0.990486
22.65	0.988676
22.7	0.985695
22.75	0.983095
22.8	0.981357
22.85	0.979786
22.9	0.983766
22.95	0.987778
23	0.989369
23.05	0.990075
23.1	0.990454
23.15	0.990388
23.2	0.990307
23.25	0.990119
23.3	0.989927
23.35	0.99062
23.4	0.991564
23.45	0.993389
23.5	0.996357
23.55	0.999309
23.6	1.00205
23.65	1.00477
23.7	1.00473
23.75	1.00359
23.8	1.00361
23.85	1.00589
23.9	1.00816
23.95	1.00729
24	1.00625
24.05	1.00753
24.1	1.01069
24.15	1.01347
24.2	1.01385
24.25	1.01423
24.3	1.01351
24.35	1.01234
24.4	1.01172
24.45	1.0125
24.5	1.01329
24.55	1.01351
24.6	1.01362
24.65	1.01397
24.7	1.01471
24.75	1.01546
24.8	1.01748
24.85	1.01966
24.9	1.01908
24.95	1.01445
25	1.00982
25.05	1.00908
25.1	1.00876
25.15	1.00788
25.2	1.00613
25.25	1.00437
25.3	1.00256
25.35	1.00074
25.4	0.999215
25.45	0.998262
25.5	0.997304
25.55	0.997349
25.6	0.99767
25.65	0.998134
25.7	0.999128
25.75	1.00012
25.8	0.997594
25.85	0.993127
25.9	0.988974
25.95	0.989871
26	0.990786
26.05	0.991611
26.1	0.992331
26.15	0.993053
26.2	0.99183
26.25	0.99024
26.3	0.989669
26.35	0.992989
26.4	0.99629
26.45	0.997501
26.5	0.997135
26.55	0.996766
26.6	0.99555
26.65	0.994253
26.7	0.99331
26.75	0.993457
26.8	0.993598
26.85	0.993385
26.9	0.992902
26.95	0.992417
27	0.993433
27.05	0.994666
27.1	0.99568
27.15	0.995568
27.2	0.995457
27.25	0.995946
27.3	0.997189
27.35	0.998429
27.4	0.999825
27.45	1.00129
27.5	1.00272
27.55	1.00139
27.6	0.999904
27.65	0.998973
27.7	1.00036
27.75	1.00173
27.8	1.00275
27.85	1.00326
27.9	1.00377
27.95	1.00356
28	1.00293
28.05	1.00229
28.1	1.00492
28.15	1.00825
28.2	1.01151
28.25	1.00782
28.3	1.0041
28.35	1.00092
28.4	1.00044
28.45	0.999946
28.5	1.0002
28.55	1.00201
28.6	1.00383
28.65	1.00379
28.7	1.00158
28.75	0.999375
28.8	0.999365
28.85	1.00093
28.9	1.00249
28.95	1.00164
29	0.999736
29.05	0.997809
29.1	0.997547
29.15	0.99772
29.2	0.997893
29.25	0.999587
29.3	1.0015
29.35	1.00342
29.4	1.00418
29.45	1.00487
29.5	1.00553
29.55	1.00288
29.6	1.00014
29.65	0.997475
29.7	0.997889
29.75	0.998319
29.8	0.998772
29.85	0.999753
29.9	1.00074
29.95	1.00162
30	1.00046
30.05	0.999282
30.1	0.998165
30.15	0.998178
30.2	0.998196
30.25	0.998227
30.3	0.999028
30.35	0.999843
30.4	1.00065
30.45	0.999928
30.5	0.999149
30.55	0.998375
30.6	0.997005
30.65	0.99558
30.7	0.994153
30.75	0.993393
30.8	0.992753
30.85	0.992108
30.9	0.992923
30.95	0.99419
31	0.995459
31.05	0.996221
31.1	0.996724
31.15	0.997226
31.2	0.997579
31.25	0.997804
31.3	0.998031
31.35	0.998656
31.4	0.999858
31.45	1.00105
31.5	1.00218
31.55	1.00312
31.6	1.00405
31.65	1.00492
31.7	1.00543
31.75	1.00592
31.8	1.00642
31.85	1.00521
31.9	1.00383
31.95	1.00245
32	1.00166
32.05	1.00108
32.1	1.00052
32.15	1.00151
32.2	1.00404
32.25	1.00657
32.3	1.00798
32.35	1.00647
32.4	1.00495
32.45	1.00345
32.5	1.00241
32.55	1.00135
32.6	1.00029
32.65	1.00063
32.7	1.00136
32.75	1.00209
32.8	1.00242
32.85	1.00235
32.9	1.00227
32.95	1.00203
33	1.0011
33.05	1.00017
33.1	0.999245
33.15	0.998618
33.2	0.998027
33.25	0.997437
33.3	0.996973
33.35	0.996607
33.4	0.996241
33.45	0.996323
33.5	0.998043
33.55	0.999758
33.6	1.00148
33.65	1.00179
33.7	1.00185
33.75	1.00193
33.8	1.00082
33.85	0.998425
33.9	0.996026
33.95	0.993898
34	0.994717
34.05	0.995534
34.1	0.996343
34.15	0.996809
34.2	0.9971
34.25	0.997379
34.3	0.997654
34.35	0.997929
34.4	0.998192
34.45	0.99844
34.5	0.998641
34.55	0.998818
34.6	0.998976
34.65	0.998994
34.7	0.998742
34.75	0.998472
34.8	0.998186
34.85	0.997799
34.9	0.997308
34.95	0.996748
35	0.996154
